machine_id,location_id,store_name,month,game_type,location_type,distance_from_hq_miles,days_active,avg_bet,payout_rate,total_in,total_out,total_net,number_of_services,machine_swapouts,monthly_revenue
M0051,L034,Highland Park Gaming,2025-02-01,A-Liner,Gaming Hall,11.6,21,2.7,0.931,4749.51,4441.99,307.52,0,0,-701.88
M0102,L011,Sunset Bay Gaming,2026-01-01,Fire Link,Truck Stop,73.6,20,1.87,0.955,2210.18,2088.02,122.16,3,0,-900.0
M0061,L041,Palms Gaming Center,2025-05-01,Video Poker,Gaming Hall,56.9,25,1.62,0.895,1821.4,1625.24,196.16,0,0,52.81
M0088,L033,Spring Creek Gaming,2025-06-01,Fire Link,Bar,6.2,28,0.82,0.927,1961.15,1801.69,159.46,1,0,-23.98
M0032,L013,Heritage Oaks Gaming,2026-04-01,Fire Link,Bar,11.3,26,1.65,0.862,1518.34,1310.59,207.75,0,0,206.72
M0132,L026,Stonebridge Gaming,2025-07-01,A-Liner,Gaming Hall,71.2,21,2.69,0.931,4523.82,4228.5,295.32,1,0,-900.0
M0057,L005,Gulf Coast Gaming,2025-03-01,Fire Link,Gaming Hall,43.8,29,2.51,0.874,2147.06,1867.74,279.32,1,0,851.25
M0012,L005,Gulf Coast Gaming,2025-01-01,Pot of Gold,Truck Stop,72.3,24,1.8,0.885,2721.65,2361.16,360.49,0,1,727.57
M0134,L044,Town Center Game Hall,2025-05-01,Fire Link,Truck Stop,18.9,28,1.02,0.918,1739.52,1641.38,98.14,0,0,843.72
M0163,L037,Fairway Gaming Hall,2026-05-01,Life of Luxury,Truck Stop,76.0,22,1.12,0.894,1200.0,1076.22,123.78,0,0,195.45
M0003,L007,Magnolia Gaming Hall,2025-10-01,Classic Reels,Gaming Hall,62.0,30,1.18,0.891,2159.41,1935.87,223.54,0,0,860.85
M0079,L013,Heritage Oaks Gaming,2026-06-01,Fire Link,Gaming Hall,79.9,23,2.35,0.898,3613.31,3226.44,386.87,2,1,-333.62
M0149,L009,Pine Ridge Game Center,2025-04-01,Classic Reels,Bar,33.6,31,2.55,0.928,5237.48,4762.21,475.27,0,0,965.87
M0128,L018,Copper Creek Gaming,2025-07-01,Fire Link,Bar,28.0,24,1.76,0.887,3033.82,2687.97,345.85,3,0,-543.81
M0155,L014,Clearwater Gaming Hall,2025-03-01,Classic Reels,Gaming Hall,13.2,28,1.48,0.909,2597.34,2350.91,246.43,0,0,806.6
M0075,L015,Prairie View Gaming,2025-08-01,Pot of Gold,Restaurant,38.2,26,2.5,0.901,3421.6,3111.99,309.61,0,0,605.55
M0068,L024,Metro Star Gaming,2025-11-01,Video Poker,Truck Stop,100.0,20,1.11,0.93,1200.0,1129.05,70.95,2,1,-900.0
M0128,L009,Pine Ridge Game Center,2026-03-01,Fire Link,Convenience Store,118.7,21,1.68,0.931,1423.33,1338.19,85.14,0,0,-258.98
M0028,L040,Eagle Ridge Gaming,2025-07-01,Life of Luxury,Bar,17.4,24,1.9,0.864,2524.23,2210.87,313.36,1,0,-264.99
M0044,L033,Spring Creek Gaming,2026-02-01,Life of Luxury,Bar,46.8,22,1.18,0.936,1200.0,1149.17,50.83,1,0,-698.36
M0109,L035,Woodland Star Gaming,2025-12-01,Life of Luxury,Gaming Hall,135.5,27,1.3,0.895,3451.34,3105.1,346.24,1,0,504.3
M0121,L008,Silver Creek Gaming,2025-06-01,Fire Link,Gaming Hall,147.5,21,1.26,0.916,1905.51,1770.58,134.93,2,0,-501.69
M0022,L032,Bay Area Game Center,2026-05-01,Classic Reels,Bar,37.0,27,2.43,0.887,3246.69,2899.05,347.64,0,0,357.22
M0092,L038,Liberty Point Gaming,2025-08-01,Video Poker,Bar,105.9,22,2.7,0.919,1507.96,1351.43,156.53,0,0,-440.06
M0066,L008,Silver Creek Gaming,2025-03-01,A-Liner,Convenience Store,94.2,22,1.71,0.97,2065.13,1999.35,65.78,0,0,-329.85
M0091,L034,Highland Park Gaming,2026-06-01,Fire Link,Restaurant,89.0,24,1.5,0.913,1396.6,1260.55,136.05,1,0,-900.0
M0173,L017,Grand Parkway Gaming,2026-05-01,Fire Link,Gaming Hall,9.7,26,1.32,0.899,1516.37,1367.43,148.94,0,0,-24.52
M0014,L036,Greenfield Game Center,2025-01-01,Classic Reels,Gaming Hall,30.2,24,1.65,0.904,4146.53,3709.1,437.43,0,0,-221.44
M0180,L022,Horizon Game Center,2026-05-01,Classic Reels,Gaming Hall,43.1,24,1.35,0.873,2256.28,1986.13,270.15,0,0,153.02
M0081,L037,Fairway Gaming Hall,2026-06-01,Life of Luxury,Gaming Hall,42.1,24,1.6,0.946,3563.86,3413.37,150.49,0,0,506.38
M0139,L007,Magnolia Gaming Hall,2026-03-01,Video Poker,Convenience Store,46.4,24,1.88,0.918,2071.44,1931.5,139.94,1,1,-324.83
M0077,L018,Copper Creek Gaming,2025-05-01,Fire Link,Restaurant,158.1,24,1.43,0.884,1642.3,1483.7,158.6,2,0,-661.29
M0056,L013,Heritage Oaks Gaming,2025-12-01,Classic Reels,Truck Stop,38.0,30,1.55,0.885,1837.9,1589.58,248.32,1,0,224.0
M0139,L012,Riverstone Game Center,2025-10-01,Video Poker,Convenience Store,64.1,26,1.55,0.91,2127.3,1905.24,222.06,1,0,-266.91
M0124,L014,Clearwater Gaming Hall,2025-12-01,Classic Reels,Bar,62.5,25,1.48,0.933,2534.87,2454.09,80.78,1,0,663.93
M0026,L018,Copper Creek Gaming,2025-12-01,Pot of Gold,Gaming Hall,46.9,28,1.41,0.881,2472.43,2208.16,264.27,0,0,547.44
M0127,L006,Westfield Game Center,2025-12-01,A-Liner,Bar,18.4,26,2.07,0.938,5900.5,5550.56,349.94,0,0,490.48
M0136,L032,Bay Area Game Center,2025-10-01,Pot of Gold,Bar,51.7,31,0.68,0.908,1200.0,1090.06,109.94,0,0,-262.3
M0070,L025,Parkside Game Center,2026-01-01,Classic Reels,Truck Stop,6.0,26,2.52,0.887,1603.73,1421.41,182.32,1,0,-394.06
M0167,L038,Liberty Point Gaming,2025-10-01,Life of Luxury,Bar,68.7,22,1.72,0.898,1200.0,1049.75,150.25,0,0,-243.44
M0116,L032,Bay Area Game Center,2025-01-01,A-Liner,Gaming Hall,4.8,26,1.99,0.954,1379.92,1303.65,76.27,1,0,-148.49
M0061,L007,Magnolia Gaming Hall,2025-01-01,Video Poker,Gaming Hall,64.4,29,2.05,0.875,2829.65,2472.15,357.5,0,0,693.68
M0002,L004,Katy Oaks Gaming,2026-06-01,Life of Luxury,Gaming Hall,28.9,22,1.26,0.892,1529.63,1351.29,178.34,0,0,-47.24
M0122,L020,Brazos Bend Gaming,2026-05-01,Fire Link,Truck Stop,20.9,22,1.15,0.934,2028.04,1879.95,148.09,2,0,-134.25
M0038,L022,Horizon Game Center,2025-11-01,A-Liner,Gaming Hall,82.3,27,1.08,0.915,1587.3,1501.12,86.18,2,0,-878.96
M0137,L011,Sunset Bay Gaming,2025-04-01,Fire Link,Gaming Hall,34.6,30,1.51,0.89,4503.64,3994.64,509.0,1,0,445.54
M0095,L036,Greenfield Game Center,2026-03-01,Pot of Gold,Gaming Hall,49.7,24,2.03,0.934,3203.1,3002.39,200.71,1,0,-95.32
M0085,L027,Northgate Gaming Hall,2025-03-01,Pot of Gold,Restaurant,10.1,26,1.33,0.935,1614.96,1514.69,100.27,0,0,-90.48
M0030,L034,Highland Park Gaming,2025-07-01,Fire Link,Convenience Store,124.6,27,1.98,0.918,1915.65,1772.12,143.53,0,0,-19.5
M0129,L005,Gulf Coast Gaming,2025-06-01,A-Liner,Convenience Store,53.4,27,0.35,0.895,1200.0,1067.13,132.87,0,0,246.78
M0030,L037,Fairway Gaming Hall,2025-01-01,A-Liner,Bar,53.3,21,1.44,0.899,1200.0,1096.76,103.24,4,0,-900.0
M0076,L010,Bluebonnet Gaming,2026-03-01,Pot of Gold,Gaming Hall,69.8,24,2.29,0.917,4034.55,3721.16,313.39,1,0,133.18
M0151,L021,Cedar Grove Gaming,2025-10-01,Fire Link,Truck Stop,2.4,31,1.56,0.877,2673.29,2303.18,370.11,0,0,1177.07
M0166,L020,Brazos Bend Gaming,2025-06-01,Fire Link,Gaming Hall,132.8,30,1.19,0.943,3456.43,3254.95,201.48,0,0,577.14
M0179,L037,Fairway Gaming Hall,2025-10-01,Life of Luxury,Gaming Hall,36.9,29,1.29,0.953,2260.57,2149.65,110.92,0,0,788.96
M0173,L013,Heritage Oaks Gaming,2025-01-01,Classic Reels,Convenience Store,127.7,20,0.25,0.904,1200.0,1081.66,118.34,0,0,-900.0
M0101,L011,Sunset Bay Gaming,2025-08-01,Life of Luxury,Gaming Hall,35.9,25,1.09,0.919,1481.47,1370.53,110.94,0,0,-137.97
M0037,L016,Red Oak Game Center,2025-10-01,Fire Link,Gaming Hall,29.6,20,2.23,0.94,5616.81,5322.58,294.23,0,0,224.72
M0152,L017,Grand Parkway Gaming,2025-07-01,Video Poker,Restaurant,66.4,23,1.33,0.959,1253.78,1210.15,43.63,0,0,-645.87
M0145,L009,Pine Ridge Game Center,2026-03-01,Fire Link,Bar,178.8,30,1.39,0.949,5490.61,5232.92,257.69,1,0,-66.98
M0179,L008,Silver Creek Gaming,2025-05-01,A-Liner,Gaming Hall,105.9,24,0.37,0.867,1200.0,1041.63,158.37,1,0,-279.04
M0118,L011,Sunset Bay Gaming,2025-03-01,Pot of Gold,Bar,71.7,22,0.75,0.902,1200.0,1051.42,148.58,3,0,-662.39
M0026,L022,Horizon Game Center,2025-10-01,Pot of Gold,Restaurant,65.7,28,2.3,0.923,2809.05,2618.97,190.08,1,0,11.66
M0091,L016,Red Oak Game Center,2026-04-01,Pot of Gold,Gaming Hall,51.3,29,1.99,0.898,4743.53,4287.49,456.04,0,1,1261.43
M0081,L018,Copper Creek Gaming,2025-07-01,Classic Reels,Gaming Hall,123.9,27,0.94,0.955,1200.0,1131.82,68.18,1,0,66.54
M0152,L033,Spring Creek Gaming,2025-01-01,Classic Reels,Convenience Store,83.7,29,1.3,0.951,1374.98,1312.24,62.74,0,0,-126.2
M0071,L011,Sunset Bay Gaming,2026-06-01,Life of Luxury,Convenience Store,12.9,28,1.63,0.89,1854.19,1664.65,189.54,1,1,-613.45
M0060,L041,Palms Gaming Center,2025-08-01,Life of Luxury,Truck Stop,21.0,27,0.99,0.906,1619.47,1490.0,129.47,1,1,32.64
M0015,L034,Highland Park Gaming,2025-04-01,Life of Luxury,Bar,73.4,30,0.55,0.891,1200.0,1076.55,123.45,0,0,107.53
M0151,L008,Silver Creek Gaming,2025-12-01,A-Liner,Gaming Hall,17.8,23,1.56,0.905,2350.38,2136.16,214.22,0,0,907.88
M0136,L015,Prairie View Gaming,2025-06-01,A-Liner,Convenience Store,53.2,25,1.96,,1867.68,1709.6,158.08,1,0,72.07
M0008,L009,Pine Ridge Game Center,2026-05-01,A-Liner,Convenience Store,88.5,26,1.98,0.934,3698.42,3440.72,257.7,1,0,256.94
M0079,L013,Heritage Oaks Gaming,2025-06-01,Video Poker,Gaming Hall,66.8,28,2.13,0.888,4067.33,3631.9,435.43,0,0,756.71
M0087,L017,Grand Parkway Gaming,2025-10-01,Life of Luxury,Convenience Store,15.2,25,,0.845,2483.01,2079.64,403.37,1,0,685.7
M0085,L006,Westfield Game Center,2025-10-01,A-Liner,Gaming Hall,22.1,25,1.68,0.87,2364.69,2088.79,275.9,0,0,-758.5
M0166,L001,Bayou Star Gaming,2025-05-01,A-Liner,Restaurant,68.3,21,1.5,0.884,1887.69,1632.25,255.44,2,0,-900.0
M0028,L020,Brazos Bend Gaming,2025-09-01,Life of Luxury,Restaurant,166.2,27,1.6,0.894,1387.87,1254.36,133.51,0,0,493.39
M0056,L032,Bay Area Game Center,2025-02-01,Video Poker,Bar,45.2,21,,0.915,2723.03,2492.15,230.88,5,0,-305.72
M0033,L014,Clearwater Gaming Hall,2025-12-01,Pot of Gold,Truck Stop,90.6,25,1.29,0.883,1327.4,1187.47,139.93,1,0,-622.9
M0044,L039,Crescent Bay Game Center,2026-02-01,Classic Reels,Truck Stop,67.2,24,0.25,0.88,1200.0,1044.76,155.24,0,0,-815.42
M0164,L017,Grand Parkway Gaming,2026-06-01,Classic Reels,Gaming Hall,28.6,29,2.29,0.887,3057.89,2715.65,342.24,1,0,629.32
M0170,L041,Palms Gaming Center,2025-06-01,Video Poker,Bar,91.4,25,1.83,0.882,2578.4,2276.02,302.38,0,0,386.74
M0009,L011,Sunset Bay Gaming,2025-06-01,Fire Link,Convenience Store,9.7,20,0.83,0.896,1200.0,1081.45,118.55,2,0,-568.12
M0114,L025,Parkside Game Center,2025-10-01,Life of Luxury,Gaming Hall,86.9,26,1.91,0.895,2156.44,1902.91,253.53,1,0,97.02
M0042,L035,Woodland Star Gaming,2026-01-01,Classic Reels,Bar,70.1,22,1.4,0.927,1200.0,1121.56,78.44,4,1,-900.0
M0035,L003,Lone Star Game Center,2026-06-01,Classic Reels,Gaming Hall,31.0,24,1.42,0.885,3411.57,2943.67,467.9,0,0,177.57
M0053,L042,Market Square Gaming,2025-01-01,Fire Link,Truck Stop,19.3,23,1.23,0.901,2067.18,1845.96,221.22,1,0,-176.43
M0035,L017,Grand Parkway Gaming,2025-05-01,Classic Reels,Bar,33.3,21,1.95,0.896,1200.0,1052.7,147.3,1,0,-678.9
M0089,L023,Willow Creek Gaming,2025-05-01,Life of Luxury,Restaurant,26.8,31,1.21,0.93,2637.3,2478.9,158.4,0,0,-143.52
M0180,L029,Meadowbrook Gaming,2025-05-01,A-Liner,Bar,39.7,23,1.05,0.906,1200.0,1092.96,107.04,0,0,76.6
M0106,L029,Meadowbrook Gaming,2025-09-01,Video Poker,Gaming Hall,36.2,26,2.27,0.936,4620.38,4349.96,270.42,0,0,700.01
M0131,L002,Cypress Point Gaming,2026-04-01,Life of Luxury,Truck Stop,31.0,29,1.55,0.881,3003.76,2699.41,304.35,0,0,279.29
M0089,L040,Eagle Ridge Gaming,2025-01-01,Fire Link,Gaming Hall,9.3,24,1.57,0.909,3397.61,3075.55,322.06,0,0,190.86
M0003,L029,Meadowbrook Gaming,2026-03-01,Video Poker,Gaming Hall,16.8,31,2.03,0.896,7939.5,7171.87,767.63,0,0,976.87
M0016,L045,Summit Point Gaming,2025-12-01,Classic Reels,Bar,101.3,24,1.28,0.879,1200.0,1055.75,144.25,0,0,-336.61
M0049,L022,Horizon Game Center,2025-12-01,Video Poker,Convenience Store,31.7,31,1.39,0.908,2115.76,1918.92,196.84,1,0,761.08
M0044,L028,Southpoint Game Center,2026-01-01,Fire Link,Bar,40.3,25,1.82,0.953,4414.63,4276.36,138.27,1,0,192.5
M0152,L020,Brazos Bend Gaming,2025-03-01,Video Poker,Gaming Hall,34.6,20,0.8,0.889,1200.0,1096.78,103.22,5,1,-900.0
M0152,L041,Palms Gaming Center,2026-02-01,Pot of Gold,Bar,125.8,30,1.77,0.907,2027.67,1828.6,199.07,1,0,815.65
M0154,L038,Liberty Point Gaming,2025-05-01,Fire Link,Gaming Hall,26.2,30,1.23,0.877,2256.13,2001.2,254.93,2,0,424.52
M0115,L041,Palms Gaming Center,2025-10-01,Fire Link,Gaming Hall,24.6,31,2.12,0.874,5227.68,4589.01,638.67,1,1,1967.69
M0101,L023,Willow Creek Gaming,2026-01-01,Classic Reels,Convenience Store,71.2,21,1.95,0.89,1200.0,1072.77,127.23,2,1,-358.01
M0117,L036,Greenfield Game Center,2025-11-01,Video Poker,Gaming Hall,56.3,30,1.88,0.899,4065.47,3666.92,398.55,1,0,408.0
M0074,L017,Grand Parkway Gaming,2025-06-01,Classic Reels,Gaming Hall,72.6,24,0.77,0.9,1200.0,1075.2,124.8,2,0,-292.11
M0121,L021,Cedar Grove Gaming,2025-08-01,A-Liner,Convenience Store,69.4,30,1.59,0.904,3043.87,2620.71,423.16,0,0,-89.11
M0143,L035,Woodland Star Gaming,2025-09-01,Fire Link,Restaurant,93.0,31,1.0,0.869,1925.78,1708.97,216.81,0,0,671.03
M0138,L004,Katy Oaks Gaming,2025-01-01,Fire Link,Gaming Hall,14.8,22,1.63,0.894,5647.44,5001.73,645.71,2,0,814.08
M0111,L032,Bay Area Game Center,2026-02-01,Fire Link,Bar,66.5,24,0.38,0.923,1200.0,1104.12,95.88,0,0,1107.35
M0011,L001,Bayou Star Gaming,2025-02-01,Pot of Gold,Gaming Hall,24.8,23,0.8,0.876,1200.0,1048.03,151.97,1,1,-518.66
M0131,L027,Northgate Gaming Hall,2025-09-01,Fire Link,Truck Stop,6.4,23,2.3,0.901,2242.79,1999.66,243.13,0,0,225.58
M0066,L022,Horizon Game Center,2025-12-01,Classic Reels,Gaming Hall,69.1,27,1.85,0.917,2855.73,2626.94,228.79,1,0,419.95
M0134,L022,Horizon Game Center,2025-02-01,Classic Reels,Gaming Hall,66.3,24,1.46,0.89,1784.37,1587.14,197.23,1,0,698.3
M0098,L023,Willow Creek Gaming,2026-06-01,Classic Reels,Bar,48.3,27,1.15,0.919,2176.85,1981.81,195.04,1,0,-240.23
M0159,L023,Willow Creek Gaming,2025-07-01,Fire Link,Gaming Hall,94.1,28,1.05,0.872,1364.27,1192.09,172.18,0,0,1484.5
M0061,L019,Lakeview Game Center,2025-01-01,Fire Link,Gaming Hall,24.9,22,,0.932,6387.06,5950.21,436.85,1,0,-79.95
M0168,L021,Cedar Grove Gaming,2025-12-01,Pot of Gold,Gaming Hall,77.2,20,1.46,0.919,3257.79,3030.18,227.61,1,0,-900.0
M0153,L026,Stonebridge Gaming,2025-11-01,Fire Link,Convenience Store,43.1,28,2.5,0.911,2945.97,2636.39,309.58,0,0,341.75
M0060,L035,Woodland Star Gaming,2025-12-01,Fire Link,Convenience Store,45.7,22,1.55,0.938,3393.35,3150.17,243.18,1,2,-900.0
M0087,L025,Parkside Game Center,2026-02-01,Life of Luxury,Convenience Store,7.6,22,1.68,0.902,1200.0,1092.84,107.16,1,0,-177.87
M0096,L029,Meadowbrook Gaming,2025-09-01,Pot of Gold,Restaurant,94.7,27,0.89,0.895,1218.88,1081.54,137.34,1,0,-651.61
M0139,L038,Liberty Point Gaming,2026-03-01,A-Liner,Bar,64.5,23,1.45,0.944,1200.0,1119.79,80.21,0,0,-160.35
M0125,L045,Summit Point Gaming,2025-07-01,Fire Link,Truck Stop,75.1,22,1.75,0.956,5090.78,4830.73,260.05,1,0,44.03
M0154,L005,Gulf Coast Gaming,2025-10-01,Fire Link,Restaurant,22.0,23,1.44,0.893,1200.0,1070.15,129.85,2,0,276.03
M0067,L033,Spring Creek Gaming,2025-03-01,Life of Luxury,Restaurant,59.3,26,1.38,,1200.0,1087.0,113.0,0,1,68.99
M0091,L011,Sunset Bay Gaming,2025-12-01,Fire Link,Restaurant,43.1,30,1.83,0.936,2081.34,1942.89,138.45,0,0,1163.54
M0078,L009,Pine Ridge Game Center,2025-05-01,Fire Link,Bar,66.9,31,2.48,0.908,7663.23,6863.63,799.6,0,0,1006.78
M0164,L036,Greenfield Game Center,2026-01-01,Fire Link,Gaming Hall,57.3,28,1.73,0.925,5052.28,4720.23,332.05,1,0,576.5
M0055,L004,Katy Oaks Gaming,2026-03-01,A-Liner,Bar,142.0,30,2.28,0.93,3241.56,3066.24,175.32,0,0,-519.22
M0106,L039,Crescent Bay Game Center,2026-04-01,Pot of Gold,Gaming Hall,114.1,26,1.99,0.896,5171.15,4514.8,656.35,2,0,340.22
M0022,L035,Woodland Star Gaming,2026-05-01,Video Poker,Bar,39.3,24,2.25,0.92,2384.46,2149.25,235.21,0,0,251.84
M0154,L045,Summit Point Gaming,2025-03-01,Pot of Gold,Gaming Hall,69.1,29,1.31,0.91,2937.89,2708.84,229.05,0,0,788.07
M0070,L031,Oak Ridge Gaming,2025-03-01,Fire Link,Gaming Hall,36.8,23,1.54,0.88,4985.08,4480.78,504.3,1,0,-453.26
M0062,L040,Eagle Ridge Gaming,2026-05-01,Life of Luxury,Truck Stop,92.4,29,1.54,0.885,2115.91,1818.52,297.39,2,0,116.48
M0105,L006,Westfield Game Center,2025-07-01,Fire Link,Convenience Store,44.5,31,1.95,0.894,1997.17,1805.01,192.16,2,1,21.54
M0090,L041,Palms Gaming Center,2025-01-01,Life of Luxury,Convenience Store,32.9,24,2.09,0.933,2485.92,2368.22,117.7,0,1,-552.67
M0153,L008,Silver Creek Gaming,2025-06-01,Video Poker,Bar,58.7,27,1.72,0.934,2962.68,2736.48,226.2,0,0,588.36
M0096,L015,Prairie View Gaming,2026-04-01,Fire Link,Convenience Store,108.3,29,2.13,0.929,2975.37,2820.52,154.85,1,0,133.04
M0094,L006,Westfield Game Center,2025-07-01,A-Liner,Truck Stop,97.2,29,1.34,0.921,2848.46,2617.35,231.11,0,0,509.73
M0019,L019,Lakeview Game Center,2025-02-01,Life of Luxury,Convenience Store,34.4,22,2.14,0.92,1748.0,1614.76,133.24,2,0,-714.44
M0004,L034,Highland Park Gaming,2026-01-01,Pot of Gold,Convenience Store,133.9,31,2.21,0.917,3098.99,2815.03,283.96,2,0,806.94
M0072,L013,Heritage Oaks Gaming,2025-04-01,Fire Link,Bar,23.2,26,2.02,0.92,3482.85,3246.06,236.79,1,1,369.38
M0180,L037,Fairway Gaming Hall,2025-07-01,Fire Link,Bar,29.7,20,1.72,0.922,2197.26,2047.88,149.38,3,1,-900.0
M0166,L028,Southpoint Game Center,2025-01-01,Fire Link,Restaurant,89.8,21,2.04,0.875,4269.96,3824.59,445.37,0,0,1082.09
M0114,L029,Meadowbrook Gaming,2025-11-01,Video Poker,Truck Stop,6.5,28,1.16,0.89,1870.69,1697.25,173.44,0,0,130.64
M0114,L043,Victory Lane Gaming,2025-09-01,Classic Reels,Bar,49.8,25,1.76,0.884,1625.4,1436.68,188.72,0,0,497.15
M0071,L020,Brazos Bend Gaming,2026-04-01,Video Poker,Bar,39.2,21,1.82,0.938,2225.56,2170.59,54.97,0,0,-785.72
M0032,L016,Red Oak Game Center,2025-07-01,Life of Luxury,Bar,139.0,26,0.92,0.951,1836.42,1776.2,60.22,0,0,271.67
M0002,L045,Summit Point Gaming,2025-04-01,Classic Reels,Bar,19.6,27,1.91,0.856,3028.61,2612.13,416.48,0,0,817.3
M0061,L026,Stonebridge Gaming,2025-03-01,A-Liner,Truck Stop,21.6,20,0.96,0.949,1245.27,1166.86,78.41,3,0,-900.0
M0057,L028,Southpoint Game Center,2025-04-01,A-Liner,Restaurant,151.5,24,1.41,0.912,1200.0,1072.37,127.63,0,0,-296.26
M0035,L014,Clearwater Gaming Hall,2025-09-01,Video Poker,Bar,39.6,25,1.67,0.935,1200.0,1101.19,98.81,0,0,801.49
M0047,L010,Bluebonnet Gaming,2025-02-01,A-Liner,Bar,105.6,29,1.25,0.923,2820.75,2571.95,248.8,1,0,-37.68
M0005,L008,Silver Creek Gaming,2025-08-01,Video Poker,Bar,34.7,27,1.7,0.946,2572.27,2475.88,96.39,1,0,268.93
M0110,L011,Sunset Bay Gaming,2026-04-01,Classic Reels,Gaming Hall,28.7,21,1.69,0.915,1814.04,1670.45,143.59,0,0,-138.11
M0167,L009,Pine Ridge Game Center,2026-02-01,Pot of Gold,Convenience Store,109.0,27,1.2,0.876,1870.05,1624.4,245.65,0,0,224.59
M0125,L034,Highland Park Gaming,2025-12-01,A-Liner,Restaurant,175.4,30,1.96,0.907,5343.72,4838.04,505.68,1,0,-260.0
M0081,L003,Lone Star Game Center,2026-05-01,Fire Link,Convenience Store,114.6,20,1.23,0.923,2075.13,1908.93,166.2,1,0,-290.86
M0076,L029,Meadowbrook Gaming,2026-03-01,Video Poker,Gaming Hall,33.0,31,2.91,0.905,7758.99,7096.38,662.61,0,0,1155.69
M0056,L043,Victory Lane Gaming,2025-12-01,Classic Reels,Restaurant,48.2,21,1.59,0.926,1200.0,1098.55,101.45,0,0,52.97
M0026,L035,Woodland Star Gaming,2026-04-01,Pot of Gold,Restaurant,22.5,27,1.01,0.908,1200.0,1094.64,105.36,2,1,-228.08
M0108,L019,Lakeview Game Center,2025-03-01,Pot of Gold,Gaming Hall,26.0,24,1.11,0.895,1200.0,1078.32,121.68,1,0,-49.4
M0102,L003,Lone Star Game Center,2026-03-01,Pot of Gold,Convenience Store,24.9,28,2.28,0.883,3589.61,3133.06,456.55,0,0,830.86
M0002,L038,Liberty Point Gaming,2025-06-01,Fire Link,Convenience Store,35.4,30,1.42,0.9,3151.95,2896.82,255.13,2,0,1.45
M0075,L001,Bayou Star Gaming,2026-02-01,Pot of Gold,Restaurant,54.1,30,0.9,0.915,2091.4,1906.21,185.19,0,0,1238.78
M0051,L031,Oak Ridge Gaming,2026-05-01,Classic Reels,Gaming Hall,49.7,30,2.12,0.861,4386.93,3724.89,662.04,0,0,839.3
M0031,L031,Oak Ridge Gaming,2025-09-01,A-Liner,Gaming Hall,81.2,29,1.42,0.89,2123.88,1911.99,211.89,0,0,318.79
M0127,L009,Pine Ridge Game Center,2025-02-01,Classic Reels,Bar,56.2,23,2.01,0.86,1526.89,1314.12,212.77,0,0,456.71
M0095,L034,Highland Park Gaming,2025-07-01,Life of Luxury,Gaming Hall,76.0,25,2.16,0.895,2308.77,2077.66,231.11,0,0,244.79
M0115,L008,Silver Creek Gaming,2025-08-01,Fire Link,Bar,84.4,28,1.8,0.94,2651.98,2455.16,196.82,0,0,290.44
M0129,L011,Sunset Bay Gaming,2026-05-01,Pot of Gold,Restaurant,33.5,22,2.97,0.88,1992.44,1772.77,219.67,1,0,-59.12
M0177,L037,Fairway Gaming Hall,2026-05-01,Video Poker,Gaming Hall,43.8,26,0.7,0.928,2202.16,2101.01,101.15,1,1,-34.17
M0145,L045,Summit Point Gaming,2025-11-01,Pot of Gold,Bar,180.0,26,1.2,0.97,1200.0,1145.82,54.18,0,0,-167.64
M0112,L012,Riverstone Game Center,2026-06-01,Pot of Gold,Truck Stop,31.3,31,1.51,0.946,2396.26,2277.05,119.21,0,0,1054.69
M0159,L042,Market Square Gaming,2025-08-01,Life of Luxury,Bar,79.0,20,2.89,0.913,1250.71,1130.11,120.6,2,0,-900.0
M0086,L042,Market Square Gaming,2025-08-01,Classic Reels,Bar,15.8,21,2.64,0.931,2651.33,2553.96,97.37,2,0,-497.79
M0178,L035,Woodland Star Gaming,2026-04-01,Pot of Gold,Convenience Store,86.0,20,2.36,0.876,2019.04,1798.71,220.33,0,0,-80.46
M0138,L007,Magnolia Gaming Hall,2026-01-01,A-Liner,Gaming Hall,27.2,26,1.21,0.871,1487.11,1300.31,186.8,1,0,386.66
M0118,L014,Clearwater Gaming Hall,2025-10-01,Classic Reels,Gaming Hall,51.0,26,1.28,0.911,1200.0,1075.52,124.48,2,0,-900.0
M0163,L031,Oak Ridge Gaming,2025-09-01,Classic Reels,Convenience Store,13.3,27,1.19,0.92,1200.0,1089.8,110.2,1,1,-270.4
M0093,L045,Summit Point Gaming,2026-01-01,Life of Luxury,Bar,47.3,22,1.22,0.937,1200.0,1135.15,64.85,2,0,-900.0
M0130,L037,Fairway Gaming Hall,2026-02-01,Pot of Gold,Gaming Hall,48.0,23,2.47,0.896,3454.18,3038.47,415.71,1,0,633.34
M0052,L019,Lakeview Game Center,2025-09-01,Fire Link,Gaming Hall,42.5,25,1.52,0.915,6099.53,5483.64,615.89,0,0,413.96
M0174,L011,Sunset Bay Gaming,2025-01-01,Life of Luxury,Restaurant,67.4,20,1.59,0.914,1503.26,1374.14,129.12,1,0,-119.97
M0113,L044,Town Center Game Hall,2025-02-01,A-Liner,Gaming Hall,103.0,29,2.08,0.907,4180.11,3798.05,382.06,0,0,92.57
M0141,L013,Heritage Oaks Gaming,2025-03-01,Fire Link,Restaurant,21.6,20,0.74,0.908,1200.0,1095.07,104.93,1,1,-665.56
M0083,L016,Red Oak Game Center,2025-09-01,Fire Link,Bar,43.3,28,1.68,0.889,1895.12,1674.77,220.35,1,0,350.06
